lambda,PC1.csv,PC2.csv,PC3.csv,PC4.csv
400,0.03868455204656277,0.036200750599368774,0.049824225265472366,0.08352764012083456
404,0.03868455204656277,0.036200750599368774,0.049824225265472366,0.08352764012083456
408,0.03868455204656277,0.036200750599368774,0.049824225265472366,0.08352764012083456
412,0.03868455204656277,0.036200750599368774,0.049824225265472366,0.08352764012083456
416,0.03868455204656277,0.036200750599368774,0.049824225265472366,0.08352764012083456
420,0.03868455204656277,0.036200750599368774,0.049824225265472366,0.08352764012083456
424,0.03868455204656277,0.036200750599368774,0.049824225265472366,0.08352764012083456
428,0.03868455204656277,0.036200750599368774,0.049824225265472366,0.08352764012083456
432,0.03868455204656277,0.036200750599368774,0.049824225265472366,0.08352764012083456
436,0.03868455204656277,0.036200750599368774,0.049824225265472366,0.08352764012083456
440,0.03868455204656277,0.036200750599368774,0.049824225265472366,0.08352764012083456
444,0.03868455204656277,0.036200750599368774,0.049824225265472366,0.08352764012083456
448,0.03868455204656277,0.036200750599368774,0.049824225265472366,0.08352764012083456
452,0.03868455204656277,0.036200750599368774,0.049824225265472366,0.08352764012083456
456,0.03868455204656277,0.036200750599368774,0.049824225265472366,0.08352764012083456
460,0.03868455204656277,0.036200750599368774,0.049824225265472366,0.08352764012083456
464,0.03868455204656277,0.036200750599368774,0.049824225265472366,0.08352764012083456
468,0.03868455204656277,0.036200750599368774,0.049824225265472366,0.08352764012083456
472,0.03868455204656277,0.036200750599368774,0.049824225265472366,0.08352764012083456
476,0.03868455204656277,0.036200750599368774,0.049824225265472366,0.08352764012083456
480,0.03868455204656277,0.036200750599368774,0.049824225265472366,0.08352764012083456
484,0.03868455204656277,0.036200750599368774,0.049824225265472366,0.08352764012083456
488,0.03868455204656277,0.036200750599368774,0.049824225265472366,0.08352764012083456
492,0.03868455204656277,0.036200750599368774,0.049824225265472366,0.08352764012083456
496,0.03868455204656277,0.036200750599368774,0.049824225265472366,0.08352764012083456
500,0.03868455204656277,0.036200750599368774,0.049824225265472366,0.08352764012083456
504,0.03868455204656277,0.036200750599368774,0.049824225265472366,0.08352764012083456
508,0.03868455204656277,0.036200750599368774,0.049824225265472366,0.08352764012083456
512,0.03868455204656277,0.036200750599368774,0.049824225265472366,0.08352764012083456
516,0.03868455204656277,0.036200750599368774,0.049824225265472366,0.08352764012083456
520,0.03868455204656277,0.036200750599368774,0.049824225265472366,0.08352764012083456
524,0.03868455204656277,0.036200750599368774,0.049824225265472366,0.08352764012083456
528,0.03868455204656277,0.036200750599368774,0.049824225265472366,0.08352764012083456
532,0.03868455204656277,0.036200750599368774,0.049824225265472366,0.08352764012083456
536,0.03868455204656277,0.036200750599368774,0.049824225265472366,0.08352764012083456
540,0.03868455204656277,0.036200750599368774,0.049824225265472366,0.08352764012083456
544,0.03868455204656277,0.036200750599368774,0.049824225265472366,0.08352764012083456
548,0.03868455204656277,0.036200750599368774,0.049824225265472366,0.08352764012083456
552,0.03868455204656277,0.036200750599368774,0.049824225265472366,0.08352764012083456
556,0.03868455204656277,0.036200750599368774,0.049824225265472366,0.08352764012083456
560,0.010502112851550468,0.009580023442868867,0.013683402157221582,0.022722331921174524
564,0.0,0.0,0.0,0.0
568,0.005135352682329557,0.005547231179050246,0.006150865599381085,0.011462086794790832
572,0.023763859076778724,0.023729283594896577,0.029686984872870192,0.05284607663268899
576,0.053749098063423054,0.05220272437900126,0.06807448513364675,0.11944171470754776
580,0.0929611343579875,0.08875272057576489,0.11870563405343944,0.206199754384855
584,0.13927535461508692,0.13127393025894044,0.17890946833649476,0.30783345804215834
588,0.19068758517289236,0.17785321520789607,0.24614576169020538,0.42043605680254714
592,0.24490655950659018,0.22637513836399825,0.3173878776260133,0.5360834382885147
596,0.2998206043660222,0.2749857431538682,0.38982189922337873,0.6493523447069666
600,0.3533211129011543,0.32187055909309253,0.4606139253019086,0.7549491060606113
604,0.40330270609716273,0.3652425973629712,0.5269186625063346,0.8477712854336427
608,0.4476636351789472,0.40333163810732525,0.5858876471025836,0.9229620778129259
612,0.48416996260340894,0.4345242380139431,0.6347743190900993,0.9754909840274637
616,0.5111695304605544,0.4571707383096174,0.6701306462954485,1.0
620,0.5264468640161774,0.4692775655455244,0.6898746663653054,0.992916793384931
624,0.5277348765338001,0.468794210947141,0.6913214439626141,0.9529731144386838
628,0.5127971542696994,0.45370811606426775,0.671613590328381,0.8788201645598491
632,0.4794976446504632,0.42213575929734615,0.6280386878199332,0.7687885950439597
636,0.4734063969934996,0.4170110394556412,0.6187291848114029,0.7254071672937803
640,0.46631618823677257,0.41137800176949396,0.6085734178274624,0.6903338803436342
644,0.4585304031421891,0.4048847446826881,0.5982920282846095,0.6657766880169369
648,0.4497921595222692,0.39707627787462163,0.5867974342281814,0.6516773536048373
652,0.4403116448161636,0.3880043465011082,0.573857944505855,0.6464352418753073
656,0.43036252565011823,0.37788625262520903,0.5599022043100357,0.6493678894594859
660,0.41991997470245496,0.36667228322729245,0.5451159874498971,0.6600331828906012
664,0.4088864755850555,0.3543470082644899,0.5290520494207158,0.6749427285798287
668,0.39763086203259507,0.34128280219378115,0.5117464330709527,0.6930871491899182
672,0.38626333159211973,0.32758624606982856,0.4934498690875875,0.7107603292503928
676,0.3749525201498817,0.3133713897836083,0.47435880066320935,0.7247399644986305
680,0.363731062993129,0.298874503876278,0.4544657182641737,0.7334821955153382
684,0.35255111588598426,0.28427115605761444,0.43423478246355673,0.7363450587110217
688,0.3414626174495179,0.26951145992665615,0.4136150430997715,0.7331840729898706
692,0.32989021251736866,0.2545097186747421,0.3935323115440896,0.7257304877218927
696,0.3179166912250202,0.2395940385222417,0.3741956294727216,0.7170338298023712
700,0.3049083091792105,0.22431356801898178,0.35463764736769304,0.7049264084744304
704,0.2910235549274836,0.20886669327837806,0.33491435464649766,0.6882418067800683
708,0.2763491162459611,0.19316970395370878,0.31506949643940185,0.6686614284399409
712,0.26124935106903696,0.17772228403738696,0.2962271844933398,0.6472194214252835
716,0.24600143039478273,0.1625669522304649,0.27793703720859525,0.6259789501369594
720,0.23044222005139867,0.1474764742182788,0.25941287464375923,0.6055469885305679
724,0.21512944074707452,0.13292624416772222,0.2414092920267329,0.5862736625273821
728,0.20035386170634234,0.11912951114531142,0.22441415283836888,0.569229192592749
732,0.18628379099895215,0.10618120216864635,0.2083838187802746,0.554400497410731
736,0.1733537917177321,0.09441369620178611,0.19312077714939316,0.5403698889419911
740,0.1619644033975785,0.08402306884982955,0.17867511212894036,0.5244590538903136
744,0.15220938758364913,0.0750560467098493,0.16511530018423168,0.504212960432627
748,0.14414281315834374,0.06756411895485567,0.15240139904778469,0.4798856987396897
752,0.13763795056620734,0.061529537755797,0.14073332144948147,0.455043775135985
756,0.13236790448369984,0.056982018818677295,0.13005919800811214,0.42832763640703575
760,0.12816052840214048,0.05397550292281447,0.12006969875306675,0.39852644081293653
764,0.12490677336743919,0.052572507409857624,0.11063567752755686,0.36431174505966296
768,0.12239996322834887,0.05256007353041608,0.10169425916535442,0.3256762022526727
772,0.11983888690569335,0.05304609683292829,0.09243677316815133,0.2818629548900245
776,0.11733499612212514,0.053964229189317654,0.08370422076991314,0.23615930326374968
780,0.11460235265469818,0.054827305851615236,0.0757727784792531,0.19238959243784667
784,0.11138743550098575,0.05528867320584939,0.06899169187934336,0.15301516395479214
788,0.10758459091596624,0.05509856836558712,0.06340808797163576,0.12003363075900551
792,0.10320217083620448,0.054140030923290984,0.059256688496722255,0.09467876595117014
796,0.09837724148287492,0.052473609575154366,0.05646248397680051,0.07676580068397836
800,0.0932824033327319,0.05021886491652537,0.0549399959689064,0.06545514307178422
804,0.08822092956514513,0.047667130097937535,0.054500425564633644,0.05929554774786501
808,0.0832181053452847,0.04495440704154131,0.05491391711429443,0.05723703509388056
812,0.07842478489209817,0.04220370992740629,0.05586735832895217,0.05816744601720621
816,0.07391846167633354,0.03949549858276234,0.05708703939565809,0.06125464335893609
820,0.06974700929935329,0.03685383748412111,0.05847317507107883,0.06653703133205482
824,0.06593102957342163,0.03434565514441021,0.059877457751177414,0.07368758022034337
828,0.06241115595598593,0.032189900071920186,0.06091955267162063,0.07875783363949734
832,0.05925598153726295,0.030471310761174077,0.06178313268387579,0.08151607902593373
836,0.0563211520324111,0.029274127190786762,0.06266718127966737,0.08199912973998678
840,0.05344150536542235,0.02857833865501683,0.06403397667881815,0.08179294695402954
844,0.05047891559045261,0.028302762517570013,0.06655558721570198,0.08242916283429796
848,0.047428532118724276,0.028433115971912636,0.07087703171961754,0.08432847848505344
852,0.044388929591851395,0.029005064761565193,0.07753219812298903,0.08710398284434687
856,0.04148852482707448,0.03004095224258686,0.08714606058259518,0.09044853642986869
860,0.03881213628628341,0.03153620380409876,0.09893119560030636,0.09406172464106294
864,0.03671351766010038,0.03360439920982147,0.11563473777647462,0.09799487293182035
868,0.03535628911095494,0.03622064644483106,0.13748180349126227,0.10212339200237001
872,0.0348449395276086,0.03931106936823384,0.1644513217748264,0.10611379583338845
876,0.03523354292606336,0.042767674825609434,0.1963063630381487,0.10966441111527368
880,0.03636753366255952,0.04630588680364775,0.23262526710673873,0.1131690929785902
884,0.03824360617100683,0.04963377633874703,0.27257012948714116,0.11654894205068154
888,0.040684636545934294,0.05248576347922947,0.3151853908840577,0.11960154944204256
892,0.043490463497746705,0.054712729939005694,0.35942333872354015,0.1219912061645399
896,0.046414868569101826,0.056285348231882665,0.4042714625744281,0.12327207482263904
900,0.04923385560253902,0.05720793608476948,0.4488520149701234,0.1232219250997975
904,0.05171191428774456,0.05735618779780496,0.4922422768439753,0.12193177142772461
908,0.0536669294059811,0.056595270061344974,0.5334953631413204,0.1195955286982895
912,0.05501732572511431,0.05433790726396933,0.5714013724621335,0.11647202515037171
916,0.05558084286673129,0.05163691666752589,0.6057818906697657,0.11253452381314512
920,0.05536309532531499,0.048999412507397505,0.6362212073346827,0.10795373691970503
924,0.05441764487143757,0.04714022957691986,0.6627322255698622,0.10293907047309017
928,0.05283844707887803,0.046873149583188334,0.6854398531108096,0.09791025666720801
932,0.05076705171717664,0.049019641124944766,0.7045490888491793,0.09327565533350604
936,0.04854544653288266,0.054349354402041486,0.7226422400564196,0.08954454718127615
940,0.0462263733847157,0.06342665417258894,0.738745182164403,0.08682100958926348
944,0.04394395788203204,0.07677889279436009,0.7533727168552609,0.08530319067952892
948,0.04181663243906742,0.09479029714315514,0.7669920453445608,0.08520407477328677
952,0.03994485601889675,0.11769141545199298,0.7798640360740857,0.08630617452246073
956,0.03835991434873591,0.145664925707824,0.7919984383433902,0.08822908826285365
960,0.03710119853800238,0.179040854008606,0.8035601486137371,0.09042094224305944
964,0.03615405013195165,0.21818286185742714,0.814950131890117,0.09283568704199965
968,0.03545667550471566,0.26168364974993474,0.8266792479941942,0.09515518663906142
972,0.034906580955357196,0.3110871200265267,0.8383321840814557,0.10006903473779763
976,0.03447124811452678,0.36479942559638207,0.8492775779965822,0.10820128900572565
980,0.03411574806257697,0.4212561767084829,0.8586928694910955,0.11974487415211811
984,0.03381156046777921,0.479288667822279,0.8661711319926808,0.13465690878729347
988,0.03343654207512804,0.53900390348746,0.8721754371479801,0.1526877863733608
992,0.03304035568036191,0.5991829080776125,0.8763978445324297,0.17389885615977682
996,0.03262964966425592,0.6588585465979594,0.878863579993637,0.19793532921874782
1000,0.03226947082290928,0.7170014656241434,0.8793966318737044,0.2238165158657409
1004,0.03202301174851454,0.7725961810207791,0.8778371356035352,0.2505259418659374
1008,0.03196818542305386,0.8245631585260637,0.8742093513488755,0.2770655030202759
1012,0.03216148566270975,0.8717484533389182,0.868573120616137,0.3026325719417919
1016,0.03263044839125257,0.9129729414940835,0.8610402912265491,0.32674925521201564
1020,0.033296025355440795,0.9484793696261304,0.8525639387521228,0.34919194205835585
1024,0.03438359486025461,0.9752055689065103,0.8407384300660411,0.36795732251986996
1028,0.03591835619295232,0.9924622123400869,0.825296167175015,0.38184493034884354
1032,0.03791492332236499,1.0,0.8063905607317944,0.39006596597041837
1036,0.04028724100869819,0.9978788949849486,0.7844030103839086,0.3928245785124954
1040,0.042975704363699324,0.9862510478276332,0.7595151289698742,0.3907325508125035
1044,0.04591760523438914,0.9677373132720173,0.7313287744766674,0.3854242480220988
1048,0.04911193903408098,0.9416843158170171,0.7000931906396679,0.37582222289257156
1052,0.05248612033726429,0.9096791407955995,0.6664257714339555,0.362290892651319
1056,0.05594383267761973,0.8736474202545778,0.6314203587583329,0.3459554631961477
1060,0.059340440638388926,0.8351504545940497,0.5958395406802987,0.3282885954268347
1064,0.06259409692155121,0.7952008117391639,0.5600198501178156,0.3103828893386276
1068,0.06569321789388732,0.754633038988812,0.5240536607031592,0.29264118524304406
1072,0.06867041981028058,0.714540324736813,0.48804430940379806,0.2749774820137528
1076,0.07151180329935375,0.6764495552495904,0.45272635045799936,0.25803328698106687
1080,0.07415775023368804,0.6408838695024901,0.4176608066411946,0.24215990854372715
1084,0.07651088931206036,0.6085247303380937,0.38343156997192274,0.2282033964565498
1088,0.07849196653794434,0.5798701871989281,0.3507416663001085,0.2163649044019563
1092,0.08012500751218564,0.5553145459524341,0.32007935492010164,0.20555642700333743
1096,0.08159588846686036,0.5326102361660429,0.28986900894363293,0.19441544269100294
1100,0.08272572832165001,0.512519807782473,0.26173840376801966,0.18364280592275986
1104,0.08345950078726617,0.49450518286978395,0.23589824660827996,0.1736578076729237
1108,0.08371932813904323,0.4780407792680299,0.2125085910509978,0.16489377831262725
1112,0.0834832824270945,0.46257913204641243,0.19157383412845574,0.15746585456347933
1116,0.0827656868248434,0.4475647011674336,0.17302103783922348,0.151031639522185
1120,0.08158615255465551,0.43253617392365673,0.1569276313723337,0.14563318769922676
1124,0.07994347526069435,0.4171225899872247,0.14344817908492258,0.14165390402678982
1128,0.07791723675151348,0.4012624506439925,0.1324679315963981,0.13968592141675618
1132,0.07542186691932237,0.383492932590804,0.12363200942291114,0.14047974606900435
1136,0.07257790303366421,0.36357758369683746,0.1163853364574093,0.14402852011236927
1140,0.06951620298143285,0.34162476702367905,0.11020901140180947,0.14993248950584906
1144,0.0663622653304708,0.3180758160262431,0.10480694054855706,0.15741077381738483
1148,0.06319518235790682,0.2935426811619649,0.10000755558160361,0.16576730683554794
1152,0.06005071439373908,0.26811661084725774,0.09501873609904832,0.17410102831004845
1156,0.05699097660817348,0.24263123420539698,0.09046675850108726,0.18169938020574905
1160,0.05412785039862927,0.2177887249617866,0.08635689493025006,0.18658268705505213
1164,0.05157905544436373,0.1942812336427634,0.08246102018176842,0.18666879851877288
1168,0.04939407076606415,0.172322865694853,0.07850236052590501,0.18242120206788906
1172,0.04752811663109088,0.15177899986054827,0.0742330890542809,0.1760625447854594
1176,0.04591411295893626,0.13250157215916653,0.06947015650724135,0.16982240769871726
1180,0.04447578847053939,0.11451163261150807,0.06431783507435598,0.16554809582614077
1184,0.043204014716549624,0.09781805114024192,0.05893432780101682,0.16297070488655516
1188,0.04209004888312093,0.0829521892678068,0.05364009185109342,0.16517397023660133
1192,0.04108389065065241,0.07003537074736922,0.04873405656195612,0.17346073159669864
1196,0.040166722473471965,0.05932618352370641,0.04443170744259674,0.18861755231867214
1200,0.03934762037362596,0.05113465371271077,0.04092661060310022,0.21093940895836688
1204,0.03855408347073716,0.045031452641927816,0.038523388830930136,0.24033403310104856
1208,0.03794841898565015,0.04187222902366713,0.03735565231067287,0.27553713454456463
1212,0.037621701694509985,0.04168600065443005,0.03740976613019027,0.31478954989719893
1216,0.03762062211752184,0.044359128697423165,0.03856158738848032,0.3561484955854704
1220,0.038005104088141825,0.04969508963434143,0.04055117781871127,0.3975395550331028
1224,0.03883998485816176,0.057383290762815814,0.04299793129946552,0.43640735889558174
1228,0.040166078057950444,0.06704050002184421,0.045419819846346736,0.469997556105301
1232,0.04201122531090976,0.07826977973577783,0.04735460476337272,0.4956914200048273
1236,0.04434524513077084,0.09028621098864177,0.04842637949594552,0.5130583587715192
1240,0.047202086491475566,0.10237292920728891,0.048701260786174025,0.5192705739891208
1244,0.050402122278816866,0.11398904847472505,0.04839072733558307,0.5149766002902723
1248,0.053744631819063006,0.12488171443845121,0.04783215121499545,0.5004610918463219
1252,0.05706955192070642,0.13501736583867555,0.04733731001396861,0.47561142012664614
1256,0.06022947176495724,0.14427017292410874,0.04708022089424715,0.440870153358504
1260,0.0631210860648184,0.15255949421021905,0.047430365047716305,0.40113210457791576
1264,0.06558648859695221,0.15920124545163974,0.04841498292728779,0.3589737535845565
1268,0.06749499702006607,0.1639791107085355,0.050029939830750325,0.31719170199706176
1272,0.06878412657307209,0.16682679104275178,0.05231947781665088,0.27768549865958475
1276,0.06946923444583027,0.16781244900544348,0.05534062180777581,0.24168929528474276
1280,0.06957641377207287,0.16705311228335432,0.05908447420442678,0.21006030576990434
1284,0.069142500078834,0.1648196628952549,0.06363231662991525,0.18363381131821022
1288,0.06820073149228999,0.16144166937932286,0.06882739225992232,0.16311193844948718
1292,0.06686497747243692,0.1571971993841029,0.07446702468273599,0.1489150669376154
1296,0.06517361873755023,0.1527939636182734,0.08045744842038452,0.14004849231960617
1300,0.06323659522909972,0.1486507308558244,0.08659579011462645,0.13600533981936602
1304,0.06116817859899007,0.1449319511519724,0.092452349491408,0.1357331018981405
1308,0.05906321650688566,0.14162402327204726,0.09774595061000363,0.13772213066799913
1312,0.05699055298417644,0.13892251131051753,0.10223991357398356,0.1378240770604815
1316,0.05496882040432382,0.1368841969962359,0.10569873048285511,0.13610859190118382
1320,0.053040469861462165,0.13541020757010933,0.10798623667842694,0.1316993603962229
1324,0.051211318409017464,0.1342370541839134,0.1089472541429022,0.1245379104354574
1328,0.04949579461489228,0.13295926532722052,0.10859459057593503,0.11557120404039561
1332,0.04790186667626804,0.1311815960893182,0.10711430697659495,0.10670961932390298
1336,0.04632553877210821,0.12866715018114522,0.10460953502285396,0.09934969113318277
1340,0.04481152013570408,0.125386657899849,0.1012996691807448,0.09382138542428636
1344,0.0433620490233908,0.12122449177283075,0.09742092684297497,0.08992317331920104
1348,0.04217417198209683,0.1159704355171594,0.09322442651232904,0.08754952884885198
1352,0.04132579611465466,0.10978058396762357,0.08910602017099224,0.08668917294129706
1356,0.0408620119744114,0.10323585289680083,0.08540975606039307,0.08735696871932581
1360,0.0407815904230591,0.09690141152655782,0.0821304610455662,0.089395306174846
1364,0.04111035616219208,0.09126564131982602,0.07947533612446699,0.09247408094619587
1368,0.04177783944259646,0.08696932479737882,0.07761723258713188,0.09574809511366567
1372,0.04279564716754885,0.08393999961173293,0.0764314705950435,0.09903119443980914
1376,0.044097204786063625,0.08230473013997876,0.0757474603951078,0.101739466078931
1380,0.045575380217519855,0.08211305862862178,0.07544865913270317,0.10389240506994658
1384,0.047155840014265656,0.08303707881297463,0.07524777674032487,0.10540793707984303
1388,0.04876226277451476,0.08481004132997771,0.07520571610420272,0.10604967108924981
1392,0.05023008829830434,0.0871536986689322,0.0751714208308846,0.10546079475173524
1396,0.05146431693403701,0.08971064148391139,0.07498797371788284,0.10360857663537111
1400,0.05231398398135352,0.09220261297342673,0.07443195463351934,0.10019971309727144
1404,0.05237893411353508,0.09444410102329318,0.0730760957245314,0.09600332588853724
1408,0.05171308804547457,0.09630644596675172,0.07123640793912313,0.09203552883416714
1412,0.050462708947707116,0.09763927496243237,0.06901232741642138,0.0886631500933047
1416,0.04880624854150561,0.09831577476921062,0.06619377930502708,0.08463387331249661
1420,0.047068157890034254,0.0982504145843318,0.06298454819198292,0.07978146595359327
1424,0.04516824533603552,0.09755726356435448,0.05969679852455516,0.07526593961394457
1428,0.04343032766196631,0.09643252247468996,0.056539057393982704,0.0728840745725081
1432,0.04199616423058331,0.09475835776810865,0.05375765540547978,0.0738883053702676
1436,0.040999567125765635,0.09240100086923059,0.05159839686574242,0.07916574558615885
1440,0.040572249168144975,0.0894704399585222,0.05020212580608771,0.08933199193461779
1444,0.04092966684920783,0.08635014777462324,0.04967161904079885,0.10457803247957212
1448,0.04218091514545343,0.08378857967879393,0.050147084948157526,0.12484711565961706
1452,0.04414629690807694,0.08211958914163857,0.051382723989628565,0.14969574860634824
1456,0.047052059321329526,0.0817058334158469,0.05301665665624242,0.17821365912751655
1460,0.05100573117802968,0.08270709762231115,0.05519343436625369,0.20883820579118023
1464,0.055985119581278726,0.08512320066766355,0.05789855406951497,0.24003729193668816
1468,0.06175854341678464,0.08881328410095317,0.06063969829905677,0.2703297855828407
1472,0.06793117403310088,0.09373183127076393,0.06281381032856859,0.2987921687716321
1476,0.07415901409245625,0.09938682237631795,0.06414975305347748,0.3246350714498736
1480,0.08071484722598195,0.10550717616747143,0.06542472437754399,0.34617671006159545
1484,0.08730585277215326,0.11175712233440849,0.06625583154172267,0.3607934551559225
1488,0.09384398343158895,0.11785150025671513,0.06639261651762586,0.36667260388169076
1492,0.10000564690097617,0.12317753299276141,0.06604283979549228,0.3648368697843195
1496,0.10557758576592778,0.12712251732635482,0.06533943068399671,0.3568291414493802
1500,0.11073054682833619,0.12925654172128867,0.06459197297899219,0.3437245907583884
1504,0.11538372892327238,0.12921512147857517,0.06410358364090206,0.32576593375392066
1508,0.11947449383982364,0.12731253145765037,0.06336606529151889,0.3016570349747509
1512,0.12320425975697652,0.123150077035065,0.06320459978475622,0.2724375794034568
1516,0.12650194277087348,0.11702435468517533,0.0639005219704078,0.24075963012129878
1520,0.12943669293702742,0.10938174241042074,0.06556817530905,0.20862552606391618
1524,0.13201436475470768,0.10053046632013914,0.0681347912012748,0.17773372911494445
1528,0.1345189858662355,0.09095408318225233,0.07176128440995411,0.14990950744077194
1532,0.13705279281437704,0.08098372589189703,0.07669808987580976,0.12677927454020502
1536,0.13966893932885444,0.07122852083478086,0.0829770852097769,0.10965642655924147
1540,0.1422205442786093,0.06221710963726595,0.09011247536922756,0.09910790799831762
1544,0.14474235170009453,0.05434655043769422,0.0979434136651404,0.09569992797439301
1548,0.14740486556900553,0.04776132394462711,0.1065039936263423,0.09905593428359658
1552,0.1502993777746342,0.0429549228815377,0.11551606181740401,0.10855525988236761
1556,0.15360531797289678,0.04026653676863644,0.12478979287074732,0.1237029130580491
1560,0.15679914536543552,0.0395376164472264,0.1335692984268784,0.14381348297793917
1564,0.16083493864167317,0.04135923757190604,0.1418442571576125,0.16808457074524027
1568,0.1662050833632404,0.045741520698250396,0.1499092615414084,0.19486940689043605
1572,0.17351227241585238,0.052580097525425466,0.15856972191350102,0.22233750769553898
1576,0.18302326188991835,0.06167622842929406,0.1677906076557892,0.24812488777956837
1580,0.1947637866667101,0.07263467148715129,0.17708092740525985,0.26987306492076585
1584,0.20896696939768675,0.08438515285706116,0.1875551359955014,0.2883456647162429
1588,0.22544905294139475,0.09683281695310206,0.19891582713744496,0.3038680521470132
1592,0.24436431634436587,0.10978629277150373,0.21164429095894335,0.31579587104550716
1596,0.2653268683303641,0.12295402035386932,0.22567297406178422,0.3235606684125886
1600,0.2878584671438862,0.1362061814596582,0.24080819265476494,0.3267371405655802
